xx,xxx,xx,0,xx
951,ADAPTADOR PVC P/LAVADERO       ,PZ,6.99,17379
952,PEGAMENTO PVC BOTE 225G         ,PZ,92.50,17380
953,LAMPARA T8 LED 21W,PZ,63.00,17381
954,BASE TIPO CHUPON T8 GI3         ,PZ,6.00,17382
955,CLIP DE PLASTICO DE POLICARBONATO T8  ,PZ,2.71,17383
956,FOCO SOQUET MOGUL 250 W         ,PZ,225.01,17384
957,LAMPARA TUBO 60 w ,PZ,127.99,17385
958,FOCO 14 W LED   ,PZ,37.00,17386
959,FOCO 6 W LED   ,PZ,39.00,17387
960,CONTACTO ATERRIZADO,PZ,22.01,17388
961,CABLES P/MAQUINA DE SOLDAR       ,PZ,405.00,17389
962,PEGAMENTO P/PVC HIDRA 90 ML       ,PZ,59.00,17390
963,PEGAMENTO P/PVC HIDRA TUBITO      ,PZ,42.00,17391
964,REJILLA P/ COLADERA ACERO INOX     ,PZ,31.00,17392
965,APAGADOR STD. ROYERQ          ,PZ,21.99,17393
966,APAGADOR DESLIZABLE,PZ,8.00,17394
967,FOCO AHR 9w    ,PZ,40.00,17395
968,CANALETA PVC 60 X 60 MM POR 2 mts    ,PZ,381.44,17396
969,FOCO100w INCANDECEN          ,PZ,15.00,17397
970,COPLE GALV. CON NIPLE PARA AIRE 1/4  ,PZ,50.00,17401
971,CODO 90° GALV. CON NIPLE PARA AIRE 1/4 ,PZ,46.01,17402
972,TAPA INDUSTRIAL 1v,PZ,8.00,17404
973,TERMINAL OJILLO 1/4          ,PZ,1.50,17405
974,INTERRUPTOR TERMO. 3 POLOS 70 A     ,PZ,465.96,17406
975,INTERRUPTOR TERMO. 3 POLOS 50 A     ,PZ,982.10,17407
976,GABINETE P/INTERRUPTOR SOBREPONER    ,PZ,260.76,17408
977,VARILLA CUPER PARA TIERRA        ,PZ,42.00,17409
978,INTERRUPTOR T.M. 4 X 40         ,PZ,929.00,17410
979,GABINETE P/INTER. T.M. 4 X 40      ,PZ,346.00,17411
980,CONECTOR CONDULET LB 1/2        ,PZ,54.00,17412
981,CONECTOR CONDULET C 1/2        ,PZ,47.00,17413
982,TLABLILLA COBRE P/CONEXIONES      ,PZ,298.00,17414
983,ACOPLADOR P/ CABLE,PZ,69.99,17415
984,CONTACTO ROYER  ,PZ,24.00,17416
985,INTERRUPTOR DE PALANCA 10 AMP      ,PZ,22.01,17417
986,SAPO NARANJA P/WC 2,PZ,29.00,17420
987,PLATO DIFUSOR P/BOILER         ,PZ,30.00,17701
988,TORNILLO ACOPLADOR P/WC METALICCO    ,PZ,5.50,18003
989,TORNILLO ACOPLADOR P/WC COBRE      ,PZ,16.00,18004
990,TORNILLO ACOPLADOR P/ WC SET. BRONCE  ,PZ,16.00,18005
991,TORNILLO ACOPLADOR JGO. PLAS. CORTO   ,PZ,8.00,18006
992,TORNILLO ACOPLADOR JGO. PLAS. LARGO   ,PZ,8.00,18007
993,JGO PIJAS FIJADORAS P/WC        ,PZ,5.50,18008
994,JGO GOSNES P/SOBRETAPA WC        ,PZ,14.00,18009
995,VARI. P/FLOTADOR 1/4 X 8cms.      ,PZ,17.01,18010
996,ADAPTADOR MACHO PP-R 1/2        ,PZ,56.00,18100
997,ADAPTADOR MACHO PPR 3 4         ,PZ,51.01,18101
998,ADAPTADOR MACHO PPR 1          ,PZ,118.99,18102
999,ADAPTADOR MACHO PP-R 1 1/4       ,PZ,172.55,18103
1000,ADAPTADOR HEMBRA PPR 1/2        ,PZ,32.00,18104
1001,ADAPTADOR HEMBRA PPR 3 4        ,PZ,40.99,18105
1002,ADAPTADOR HENBRA PP-R 1        ,PZ,98.99,18106
1003,ADAPTADOR HEMBRA PP-R 1 1/4       ,PZ,143.55,18107
1004,CODO PPR 1 2 X 90 ,PZ,5.00,18108
1005,CODO PPR 90 X 3 4 ,PZ,6.00,18109
1006,CODO PP-R 1 X 90 ,PZ,11.00,18110
1007,CODO PP-R 1 1/4 X 90          ,PZ,15.95,18111
1008,CODO PPR 1 2 X 45 ,PZ,6.99,18112
1009,CODO PP-R 3/4 X 45,PZ,11.00,18113
1010,CODO PP-R 1 X 45 ,PZ,0.00,18114
1011,CODO PP-R 1 1/4 X 45          ,PZ,0.00,18115
1012,CODO ROSCA M PP-R 1/2          ,PZ,40.99,18116
1013,CODO ROSCA M PP-R 3/4          ,PZ,0.00,18117
1014,CODO ROSCA M PP-R 1          ,PZ,0.00,18118
1015,CODO ROSCA M PP-R 1 1/4        ,PZ,0.00,18119
1016,CODO ROSCA H PP R 1 2          ,PZ,29.00,18120
1017,CODO ROSCA H PP-R 3/4          ,PZ,0.00,18121
1018,CODO ROSCA H PP-R 1          ,PZ,0.00,18122
1019,CODO ROSCA H PP-R 1 1/4        ,PZ,0.00,18123
1020,CODO CURVA PP-R 1/2,PZ,38.00,18124
1021,CODO CURVA PP-R 3/4,PZ,43.00,18125
1022,CODO CURVA PP-R 1,PZ,0.00,18126
1023,CODO CURVA PP-R 1 1/4          ,PZ,0.00,18127
1024,CODO OREJA PP-R 1/2,PZ,33.00,18128
1025,CODO OREJA PP-R 3/4,PZ,0.00,18129
1026,BASE PARA LAMPARA LED          ,PZ,14.00,18130
1027,LIBRE       ,PZ,11.00,18131
1028,CODO OREJA PP-R 1,PZ,0.00,18132
1029,CODO OREJA PP-R 1 1/4          ,PZ,0.00,18133
1030,COPLE PP-R 1/2  ,PZ,4.00,18134
1031,COPLE PP-R 3/4  ,PZ,9.00,18135
1032,COPLE PP-R 1   ,PZ,11.99,18136
1033,COPLE PP-R 1 1/4 ,PZ,0.00,18137
1034,DADO TERMO 1/2  ,PZ,0.00,18138
1035,DADO TERMO 3/4  ,PZ,0.00,18139
1036,DADO TERMO 1   ,PZ,222.00,18140
1037,DADO TERMO 1 1/4 ,PZ,0.00,18141
1038,TAPON PP-R 1/2  ,PZ,2.49,18142
1039,TAPON PP-R 3/4  ,PZ,6.50,18143
1040,TAPON PP-R 1   ,PZ,0.00,18144
1041,TAPON PP-R 1 1/4 ,PZ,0.00,18145
1042,TEE PP-R 1/2   ,PZ,5.00,18146
1043,TEE PPR 3/4   ,PZ,11.99,18147
1044,TEE PP-R 1    ,PZ,19.00,18148
1045,TEE PP-R 1 1/4  ,PZ,0.00,18149
1046,TEE ROSCADA PP-R 1/2          ,PZ,25.00,18150
1047,TEE ROSCADA PP-R 3/4          ,PZ,0.00,18151
1048,TEE ROSCADA PP-R 1,PZ,0.00,18152
1049,TEE ROSCADA PP-R 1 1/4         ,PZ,0.00,18153
1050,TUERCA UNION MIXTA PP-R 1/2       ,PZ,101.00,18154
1051,TUERCA UNION MIXTA PP-R 3/4       ,PZ,170.00,18155
1052,TUERCA UNION MIXTA PP-R 1       ,PZ,290.00,18156
1053,TUERCA UNION MIXTA PP-R 1 1/4      ,PZ,0.00,18157
1054,TUERCA UNION PP-R 1/2          ,PZ,102.00,18158
1055,TUERCA UNION PP-R 3/4          ,PZ,136.00,18159
1056,TUERCA UNION PP-R 1          ,PZ,149.15,18160
1057,TUERCA UNION PP-R 1 1/4         ,PZ,0.00,18161
1058,TUBO PP-R 1/2 MT ,MT,25.00,18162
1059,TUBO PP-R 3/4 MTR,MT,35.00,18163
1060,TUBO PPR 1 MTR  ,MT,64.99,18164
1061,TUBO PP-R 1 1/4 MTR          ,MT,78.96,18165
1062,TUBO PPR 1 2 TRAMO,PZ,90.00,18166
1063,TUBO PP R 3 4 TRAMO,PZ,151.99,18167
1064,TUBO PP-R 1 TRAMO,PZ,188.00,18168
1065,REDUCCION PP-R 3/4 A 1/2        ,PZ,4.00,18169
1066,REDUCCION PPR 1 A 3 4          ,PZ,11.00,18170
1067,REDUCCION PP R 1 A 1/2         ,PZ,17.86,18171
1068,REDUCCION PP-R 1 1/4 A 1        ,PZ,0.00,18172
1069,VALVULA PASO PP-R 1/2          ,PZ,0.00,18173
1070,VALVULA PASO PP-R 3/4          ,PZ,45.00,18174
1071,VALVULA PASO PP-R 1          ,PZ,92.80,18175
1072,VALVULA PASO PP-R 1 1/4        ,PZ,139.20,18176
1073,VALVULA ROSCADA PP-R 1/2        ,PZ,175.00,18177
1074,VALVULA ROSCADA PP-R 3/4        ,PZ,201.99,18178
1075,VALVULA ROSCADA PP-R 1         ,PZ,209.00,18179
1076,VALVULA ROSCADA PP-R 1 1/4       ,PZ,290.00,18180
1077,VALVULA ESFERA PP-R 1/2         ,PZ,232.00,18181
1078,VALVULA ESFERA PP-R 3/4        ,PZ,348.00,18182
1079,VALVULA ESFERA PP-R 1         ,PZ,520.99,18183
1080,VALVULA ESFERA PP-R 1 1/4       ,PZ,696.00,18184
1081,VALVULA MULTICONECTOR P/TINACO     ,PZ,125.00,18185
1082,ALAMBRE THC C.16 ,MT,4.00,20001
1083,ALAMBRE THC C.14 ,MT,5.50,20002
1084,CABLE THW C.14 BCO,MT,16.00,20003
1085,CABLE THW C.14 ROJO,MT,5.50,20004
1086,CABLE THW C.14 NGO,MT,9.00,20005
1087,CABLE THW C.14 VDE,MT,5.50,20006
1088,CABLE THW C.16 NGO,MT,5.00,20007
1089,CABLE THW C12 NGO ,MT,16.00,20008
1090,CABLE THW C.12 BCO,MT,16.00,20009
1091,CABLE THW C.12 ROJO,MT,16.00,20010
1092,CABLE THW C.12 NEGRO          ,MT,16.00,20011
1093,CABLE THW C.10 BCO,MT,16.00,20012
1094,CABLE THW C.10 NGO,MT,16.00,20013
1095,CABLE THW C.10 ,MT,19.00,20014
1096,CABLE THW C.8   ,MT,24.00,20015
1097,CABLE THW C.8 NGO ,MT,24.00,20016
1098,CABLE P.V.C. C.18 ,MT,4.00,20017
1099,CABLE P.V.C. C.16 ,MT,6.00,20018
1100,CABLE P.V.C. C.14 ,MT,6.99,20019
1101,CABLE P.V.C. C.12 ,MT,8.00,20020
1102,CABLE P.V.C. C.10 ,MT,11.99,20021
1103,CABLE LACA C.18  ,MT,5.00,20022
1104,CABLE LACA C.16  ,MT,6.00,20023
1105,CABLE LACA C.14  ,MT,0.00,20024
1106,CABLE LACA C.12  ,MT,9.50,20025
1107,CABLE LACA C.10  ,MT,10.50,20026
1108,CABLE POT C.22  ,MT,3.00,20027
1109,CABLE POT C.20  ,MT,9.00,20028
1110,CABLE POT C.16  ,MT,17.01,20029
1111,CABLE POT C.18  ,MT,10.00,20030
1112,CABLE POT C.14  ,MT,25.00,20031
1113,CABLE POT C.12  ,MT,31.00,20032
1114,CABLE P/ANTENA ANCHO          ,MT,3.00,20033
1115,CABLE COAXIAL 59 RG,MT,3.80,20034
1116,CABLE COAXIAL RG-6,MT,4.50,20035
1117,CABLE P/BOCINA BICOLOR C.22       ,MT,2.51,20036
1118,CABLE P/BOCINA POLARIZADO C.22     ,MT,2.51,20037
1119,CABLE P/BOCINA POLARIZADO C.20     ,MT,3.50,20038
1120,CABLE P/BOCINA POLARIZADO C.18     ,MT,4.54,20039
1121,CABLE USO RUDO 2x16,MT,19.00,20040
1122,CABLE USO RUDO 2x14,MT,22.01,20041
1123,CABLE USO RUDO 2x12,MT,38.00,20042
1124,CABLE USO RUDO 3x14,MT,29.00,20043
1125,CABLE USO RUDO 3x12,MT,29.00,20044
1126,MANGUERA POLIDUCTO 1 RIGIDA      ,MT,6.00,20045
1127,MANGUERA POLIDUCTO 1 RIGIDA ROLLO   ,PZ,510.01,20046
1128,MANGUERA POLIFLEX 3/4         ,MT,11.50,20047
1129,MANGUERA POLIDUCTO 3/4 RIGIDA ROLLO  ,PZ,499.99,20048
1130,MANGUERA POLIDUCTO RIGIDA 1/2     ,MT,3.50,20049
1131,MANGUERA POLIDUCTO RIGIDA 1/2 ROLLO  ,PZ,270.00,20050
1132,TUBO FEXIBLE 1/2 T/LIQ.        ,MT,18.00,20051
1133,TUBO FLEXIBLE 1 TIPO LIQUATITE     ,MT,0.00,20052
1134,TUBO FLEXIBLE 1 1/4 TIPO LIQUATITE   ,MT,0.00,20053
1135,TUBO LIQUATITE 1/2,MT,18.00,20054
1136,MANGUERA POLIFLEX 1/2         ,MT,3.00,20055
1137,MANGUERA POLIFLEX 3/4         ,MT,10.50,20056
1138,TUBO CONDUIT PARED D 1/2        ,MT,79.00,20057
1139,TUBO CONDUIT PARED G. 1 1/4      ,MT,62.00,20058
1140,MANGUERA P/AGUA 3/4 JADINERA      ,MT,21.00,20059
1141,CADENA GALV. 1/8 ,MT,32.00,20060
1142,CADENA GALV. 1/4 ,MT,52.00,20061
1143,CADENA GALV. 3/16 ,MT,64.99,20062
1144,CADENA GALV 5/32 ,MT,38.00,20063
1145,LAZO PLASTICO 6 mm,PZ,3.00,20064
1146,LAZO PLASTICO 8 mm,PZ,5.00,20065
1147,LAZO PLASTICO 10 mm,PZ,5.50,20066
1148,LAZO PLASTCO 13 mm,PZ,4.61,20067
1149,MANGUERA NIVEL 1/4,MT,2.00,20068
1150,MANGUERA NIVEL 5/16          ,MT,6.99,20069
1151,MANGUERA NIVEL 3 8,MT,10.00,20070
1152,MANGUERA P/AGUA 1/2 JADINERA      ,MT,15.00,20071
1153,MALLA META. MOSQUITERO         ,MT,88.00,20072
1154,MALLA META. 5 x 5 ,PZ,156.00,20073
1155,MALLA META. GALLINERO 1.2 MT ANCHO   ,PZ,40.01,20074
1156,MALLA PLAS. MOSQUITERO         ,MT,15.00,20075
1157,PIOLA 3mm     ,PZ,1.75,20076
1158,PIOLA 4mm     ,PZ,2.03,20077
1159,PIOLA 5mm     ,PZ,2.00,20078
1160,PIOLA 6mm     ,PZ,1.90,20079
1161,CAJA CONDULET TIPO FS 1/2 in      ,PZ,98.00,20080
1162,PLACA DOBLE P/INTERPERIE TIPO FS    ,PZ,55.00,20081
1163,MALLA META GALLINERO 1 MT ANCHO     ,PZ,53.00,20082
1164,MALLA META GALLIONERO (39 MTS)     ,PZ,159.00,20083
1165,LAZO PLASTICO 4 mm,PZ,1.00,20089
1166,CABLE POT C-22 100 mts.         ,PZ,0.00,20090
1167,CABLE POT C-20 100 mts.         ,PZ,359.99,20091
1168,CABLE POT C-18 100 mts.         ,PZ,0.00,20092
1169,CABLE POT C-16 100 mts.         ,PZ,0.01,20093
1170,CABLE POT C-14 100 mts.         ,PZ,0.00,20094
1171,CABLE POT C-12 100 mts.         ,PZ,0.00,20095
1172,TELA CRIBA GAL ELEC CAL 29 4X4X0.91  ,MT,195.20,20096
1173,CHIFLON DE LATON 3 1/2         ,PZ,59.00,20100
1174,CHIFLON DE LATON 3,PZ,55.00,20101
1175,CHIFLON ECONOMICO ,PZ,0.00,20102
1176,EMPAQUE HULE CONECTOR MAGUERA      ,PZ,2.00,20103
1177,LAZO PLASTICO 4mm K,PZ,102.00,20108
1178,LAZO PLASTICO 6mm K,PZ,89.00,20109
1179,LAZO PLASTICO 8mm K,PZ,66.00,20110
1180,LAZO PLASTICO 10mm K          ,PZ,98.00,20111
1181,LAZO PLASTICO 13 mm K          ,PZ,75.01,20112
1182,CADENA DE SEGURIDAD,MT,10.00,20113
1183,TUBO CONDUIT PARED D. 1/2 X 3 mts    ,MT,125.00,20119
1184,ROLLO 100 mts CABLE THW C-12      ,PZ,945.01,20120
1185,CODO CONDULET LL 1/2          ,PZ,52.00,20122
1186,PLUG GDE P/TELEFENO,PZ,2.00,21000
1187,PLUG CHICO P/TELEFONO          ,PZ,2.00,21001
1188,PLUG GDE P/TELEFONO PONCHADO      ,PZ,3.50,21002
1189,PLUG CHICO P/TELEFONO PONCHADO     ,PZ,3.50,21003
1190,TUERCA P/CABLE COAXIAL C/ARO GDE    ,PZ,2.51,21004
1191,TUERCA P/CABLE COAXIAL C/ARO CHICA   ,PZ,2.51,21005
1192,TUERCA P/CABLE COAXIAL C/CUERDA GDE   ,PZ,3.00,21006
1193,TUERCA P/CABLE COAXIAL C/CUERDA CHICA  ,PZ,2.51,21007
1194,TUERCA P/CABLE COAXIAL T/ORIGINAL GDE  ,PZ,3.00,21008
1195,TUERCA P/CABLE COAXIAL T/ORIGINAL CHICA ,PZ,2.51,21009
1196,CAJA P/TEL. ROSETA 1 s.         ,PZ,11.00,21010
1197,CAJA P/TEL. ROSETA 2 s         ,PZ,14.00,21011
1198,EXTENCION P/TELEFONO 2M         ,PZ,12.50,21012
1199,EXTENCION P/TELEFONO 3M         ,PZ,15.50,21013
1200,EXTENCION P/TELEFONO 4M         ,PZ,24.00,21014
1201,EXTENCION P/TELEFONO 5M         ,PZ,25.00,21015
1202,EXTENCION P/TELEFONO 6 M        ,PZ,24.00,21016
1203,EXTENCION P/TELEFONO 8M         ,PZ,30.00,21017
1204,EXTENCION P/TELEFONO 10M        ,PZ,40.00,21018
1205,COPLE P/CABLE COAXIAL          ,PZ,3.00,21019
1206,EXTENCION P/TELEFONO 3.5M        ,PZ,17.01,21020
1207,ALAMBRE P/TEL. 2 HILOS         ,PZ,2.80,21021
1208,CABLE P/ TEL. 4 HILOS          ,PZ,2.80,21022
1209,COPLE P/ TELEFONO ,PZ,8.00,21023
1210,YEE P/TELEFONO 2.c,PZ,10.00,21024
1211,DIVISOR DE SEÑAL 3V,PZ,27.00,21025
1212,EXTENCION P/TELEFONO 50 mts       ,PZ,312.01,21026
1213,ANTENA DE CONEJO ,PZ,32.00,25250
1214,BIRLO P TECHO 3 16 X 4         ,PZ,2.51,30000
1215,BIRLO P/TECHO 3/16 X 6         ,PZ,4.00,30001
1216,BIRLO P/TECHO 3/16 X 8         ,PZ,3.50,30002
1217,BIRLO P/TECHO 3/16 X 10        ,PZ,0.00,30003
1218,ROLDANA HULE 3/16,PZ,0.50,30004
1219,BIRLO P/TECHO 1/4 X 10         ,PZ,0.00,30005
1220,F/DISPONIBLE   ,PZ,0.00,30006
1221,F/DISPONIBLE   ,PZ,0.00,30007
1222,TUERCA HEXA. STD. 1/8          ,PZ,0.26,30008
1223,TUERCA HEXA STD 5/32          ,PZ,0.30,30009
1224,TUERCA HEXA. STD. 3/16         ,PZ,0.39,30010
1225,TUERCA HEXA STD 1/4,PZ,0.39,30011
1226,TUERCA HEXA. STD. 5/16         ,PZ,0.90,30012
1227,TUERCA HEXA STD 3/8,PZ,1.50,30013
1228,TUERCA HEXA. STD. 7/16         ,PZ,0.80,30014
1229,TUERCA HEXA STD 1/2,PZ,3.50,30015
1230,TUERCA HEXA. STD. 9/16         ,PZ,3.50,30016
1231,TUERCA HEXA. STD. 5/8         ,PZ,6.99,30017
1232,TUERCA HEXA. STD. 3/4         ,PZ,6.00,30018
1233,TUERCA HEXA. STD. 1          ,PZ,16.00,30019
1234,TUERCA HEXA. FINA 3/16         ,PZ,0.30,30020
1235,TUERCA HEXA. FINA 1/4         ,PZ,0.50,30021
1236,TUERCA HEXA. FINA 5/16         ,PZ,0.80,30022
1237,TUERCA HEXA. FINA 3/8         ,PZ,1.40,30023
1238,TUERCA HEXA. FINA 7/16         ,PZ,1.71,30024
1239,TUERCA HEXA. FINA 1/2         ,PZ,3.00,30025
1240,TUERCA HEXA. FINA 9/16         ,PZ,3.50,30026
1241,TUERCA HEXA. FINA 5/8         ,PZ,4.00,30027
1242,TUERCA HEXA. FINA 3/4         ,PZ,5.94,30028
1243,TUERCA HEXA. SEG. STD. 3/16      ,PZ,0.80,30031
1244,TUERCA HEXA. SEG. STD. 1/4 in      ,PZ,1.50,30032
1245,TUERCA HEXA. SEG. STD. 5/16      ,PZ,2.51,30033
1246,TUERCA HEXA. SEG. STD 3/8       ,PZ,2.51,30034
1247,TUERCA HEXA. SEG. STD. 7/16      ,PZ,3.00,30035
1248,TUERCA HEXA. SEG. STD. 1/2       ,PZ,4.00,30036
1249,TUERCA HEXA. SEG. STD. 9/16       ,PZ,3.50,30037
1250,TUERCA HEXA. SEG. STD. 5/8       ,PZ,5.00,30038
1251,TUERCA HEXA. SEG. FINA 3/16      ,PZ,0.80,30040
1252,TUERCA HEXA. SEG. FINA 1/4       ,PZ,1.00,30041
1253,TUERCA HEXA. SEG. FINA 5/16      ,PZ,1.19,30042
1254,TUERCA HEXA. SEG. FINA 3/8       ,PZ,2.51,30043
1255,TUERCA HEXA. SEG. FINA 7/16      ,PZ,3.00,30044
1256,TUERCA HEXA. SEG. FINA 1/2       ,PZ,4.00,30045
1257,TUERCA HEXA. SEG. FINA 9/16      ,PZ,0.00,30046
1258,TUERCA HEXA. SEG. FINA 5/8       ,PZ,5.00,30047
1259,TCA. HEXA. MM CDA. ABIERTA 4 mm     ,PZ,0.00,30050
1260,TCA. HEXA. MM CDA. ABIERTA 5 mm     ,PZ,0.50,30051
1261,TCA. HEXA. MM CDA. ABIERTA 6 mm     ,PZ,0.60,30052
1262,TCA. HEXA. MM CDA ABIERTA 8 mm     ,PZ,1.50,30053
1263,TCA. HEXA. MM CDA. ABIERTA 10 mm    ,PZ,1.30,30054
1264,TCA. HEXA. MM CDA ABIERTA 12 mm     ,PZ,3.50,30055
1265,TCA. HEXA. MM CDA. ABIERTA 14 mm    ,PZ,0.00,30056
1266,TCA. HEXA. MM CDA CERRADA 4 mm     ,PZ,0.00,30057
1267,TCA. HEXA. MM CDA. CERRADA 5 mm     ,PZ,0.00,30058
1268,TCA. HEXA. MM CDA. CERRADA 6 mm     ,PZ,0.00,30059
1269,TCA. HEXA. MM CDA. CERRADA 8 mm     ,PZ,1.00,30060
1270,TCA. HEXA. MM CDA. CERRADA 10 mm    ,PZ,2.51,30061
1271,TCA. HEXA. MM CDA. CERRADA 12 mm    ,PZ,3.00,30062
1272,TCA. HEXA. MM CDA CERRADA 14 mm     ,PZ,0.00,30063
1273,TUERCA MARIPOSA GALV. 5/32       ,PZ,0.00,30064
1274,TUERCA MARIPOSA GALV. 3/16       ,PZ,0.00,30065
1275,TUERCA MARIPOSA GALV. 1/4       ,PZ,2.99,30066
1276,TUERCA MARIPOSA GALV. 5/16       ,PZ,3.50,30067
1277,TUERCA MARIPOSA GALV. 3/8       ,PZ,4.50,30068
1278,TUERCA DE SUJECION 9/16        ,PZ,28.00,30069
1279,TUERCA PARA LAMPARA,PZ,5.00,30070
1280,ROLDANA PLANA GALV. 1/8         ,PZ,0.20,30120
1281,ROLDANA PLANA GALV 5/32         ,PZ,0.20,30121
1282,ROLDANA PLANA GALV. 3/16        ,PZ,0.30,30122
1283,ROLDANA PLANA GALV 1/4         ,PZ,0.45,30123
1284,ROLDANA PLANA GALV 5/16         ,PZ,0.70,30124
1285,ROLDANA PLANA GALV 3/8         ,PZ,0.90,30125
1286,ROLDANA PLANA GALV. 7/16        ,PZ,1.25,30126
1287,ROLDANA PLANA GALV 1/2         ,PZ,2.51,30127
1288,ROLDANA PLANA GALV. 9/16        ,PZ,2.02,30128
1289,ROLDANA PLANA GALV 5/8         ,PZ,4.00,30129
1290,ROLDANA PLANA GALV. 3/4         ,PZ,6.00,30130
1291,ROLDANA PLANA GALV. 1         ,PZ,5.00,30131
1292,ROLDANA PLANA GALV. 1 1/4       ,PZ,0.30,30132
1293,ROLDANA DE PRESION 3/16        ,PZ,0.39,30134
1294,ROLDANA DE PRESION 1/4 in        ,PZ,0.39,30135
1295,ROLDANA DE PRESION 5/16         ,PZ,0.60,30136
1296,ROLDANA DE PRESION 3/8         ,PZ,0.80,30137
1297,ROLDANA DE PRESION 7/16        ,PZ,0.70,30138
1298,ROLDANA DE PRESION 1/2         ,PZ,2.00,30139
1299,ROLDANA DE PRESION 9/16        ,PZ,1.80,30140
1300,ROLDANA DE PRESION 5/8         ,PZ,3.00,30141
1301,ROLDANA DE PRESION 3/4         ,PZ,2.20,30142
1302,ROLDANA DE PRESION 1 in.        ,PZ,6.50,30143
1303,ROLD. PLANA ESTAPIADORA 5/32      ,PZ,0.20,30145
1304,ROLD. PLANA ESPACIADORA 1/4      ,PZ,0.50,30146
1305,ROLD. PLANA ESPACIADORA 5/16      ,PZ,0.00,30147
1306,ROLD. PLANA ESPACIADORA 3/8      ,PZ,1.00,30148
1307,ROLD. PLANA ESPACIADORA 1/2      ,PZ,1.50,30149
1308,ROLD. PLANA ESPACIADORA 9/16      ,PZ,2.00,30150
1309,ROLD. PLANA ESACIADORA 5/8       ,PZ,2.00,30151
1310,ROLD. PLANA ESPACIADORA 3/4      ,PZ,0.00,30152
1311,ROLD. PLANA AUTOMOTRIZ 3/16      ,PZ,0.30,30153
1312,ROLD. PLANA AUTOMOTRIZ 1/4       ,PZ,0.41,30154
1313,ROLD. PLANA AUTOMOTRIZ 5/16      ,PZ,0.50,30155
1314,ROLD. PLANA AUTOMOTRIZ 3/8       ,PZ,0.70,30156
1315,ROLD. PLANA AUTOMOTRIZ 7/16      ,PZ,0.81,30157
1316,ROLD. PLANA AUTOMOTRIZ 1/2       ,PZ,1.00,30158
1317,ROLD. ONDULADA AUTOM. No.6       ,PZ,1.00,30160
1318,ROLD. ONDULADA AUTOM. No.8       ,PZ,1.50,30161
1319,ROLD. ONDULADA AUTOM. No.10       ,PZ,3.00,30162
1320,ROLD. ONDULADA AUTOM. No.12       ,PZ,0.00,30163
1321,ROLDANA DE NEOPRENO 1/4        ,PZ,0.50,30165
1322,BARRA ROSCADA STD. 3/16        ,MT,10.00,30170
1323,BARRA ROSCADA STD. 1/4         ,MT,21.00,30171
1324,BARRA ROSCADA STD. 5/16        ,MT,22.01,30172
1325,BARRA ROSCADA STD 3 8         ,MT,37.00,30173
1326,BARRA ROSCADA STD. 7/16        ,MT,32.00,30174
1327,BARRA ROSCADA STD 1/2          ,MT,62.00,30175
1328,BARRA ROSCADA STD. 5/8         ,MT,98.99,30176
1329,BARRA ROSCADA STD. 3/4         ,MT,66.00,30177
1330,SEGURO P/FLECHA T/E 5/16        ,PZ,5.00,30180
1331,ROLD. PRESION 11MM,PZ,1.00,30181
1332,LLAVE MIXTA COTA PRETUL 11/16      ,PZ,0.00,30731
1333,TOR ALL C/CIL CDA EST 3/16 X 1/2    ,PZ,1.00,31001
1334,TOR ALL C/CIL CDA EST 3/16 X 3/4    ,PZ,1.19,31002
1335,TOR ALL C/CIL CDA EST 3/16 X 1     ,PZ,1.50,31003
1336,TOR ALL C/CIL CDA EST 3/16 X 1 1/4   ,PZ,1.50,31004
1337,TOR ALL C/CIL CDA EST 3/16 X 1 1/2   ,PZ,2.00,31005
1338,TOR ALL C/CIL CDA EST 3/16 X 2     ,PZ,2.00,31006
1339,TOR ALL C/CIL CDA EST 1/4 X 1/2     ,PZ,1.00,31007
1340,TOR ALL C/CIL CDA EST 1/4 X 3/4     ,PZ,1.00,31008
1341,TOR ALL C/CIL CDA EST 1/4 X 1      ,PZ,2.00,31009
1342,TOR ALL C/CIL CDA EST 1/4 X 1 1/4    ,PZ,2.00,31010
1343,TOR ALL C/CIL CDA EST 1/4 X 1 1/2    ,PZ,3.00,31011
1344,TOR ALL C/CIL CDA EST 1/4 X 2      ,PZ,2.51,31012
1345,TOR ALL C/CIL CDA EST 1/4 X 2 1/2 o 2 1/4,PZ,2.51,31013
1346,TOR ALL C/CIL CDA EST 5/16 X 1/2    ,PZ,0.00,31014
1347,TOR ALL C/CIL CDA EST 5/16 X 3/4    ,PZ,1.50,31015
1348,TOR ALL C/CIL CDA EST 5/16 X 1     ,PZ,2.51,31016
1349,TOR ALL C/CIL CDA EST 5/16 X 1 1/4   ,PZ,3.00,31017
1350,TOR ALL C/CIL CDA EST 5/16 X 1 1/2   ,PZ,3.50,31018
1351,TOR ALL C/CIL CDA EST 5/16 X 2     ,PZ,3.50,31019
1352,TOR ALL C/CIL CDA EST 5/16 X 2 1/4   ,PZ,0.00,31020
1353,TOR ALL C/CIL CDA EST 5/16 X 2 1/2   ,PZ,4.00,31021
1354,TOR ALL C/CIL CDA EST 5/16 X 3     ,PZ,0.00,31022
1355,TOR ALL C/CIL CDA EST 3/8 X 1/2     ,PZ,1.50,31023
1356,TOR ALL C/CIL CDA EST 3/8 X 3/4     ,PZ,2.00,31024
