xx,xxx,xx,0,xx
2857,TAQUETE EXP. ZAMAC 1/4         ,PZ,8.50,42102
2858,PORTA ROLLO PLASTICO          ,PZ,49.00,42105
2859,JICARA PLAS GDE. ,PZ,0.00,42106
2860,JICARA PLAS MED  ,PZ,7.01,42107
2861,JICARA PLAS CHIC ,PZ,0.00,42108
2862,GRASERA RECTA 5/8,PZ,6.99,42109
2863,GRASERA RECTA 3/8 ,PZ,6.00,42110
2864,GRASERA 90° X 5/15,PZ,6.99,42111
2865,BOLA DE NAFTALINA ,PZ,3.00,42112
2866,BIDONES 8 LT   ,PZ,29.00,42114
2867,ESPONJA STD    ,PZ,8.00,42115
2868,CEPILLO CERDA P/ZAPATOS         ,PZ,25.00,42118
2869,TINTA NEGRA P/ ZAPATOS         ,PZ,23.00,42119
2870,DESPACHADOR DE GEL,PZ,30.00,42120
2871,PALO PARA ESCOBA DE MADERA       ,PZ,14.00,42121
2872,CUBRE POLVO DE ALUMINIO P PUERTA    ,PZ,137.99,42122
2873,JALADOR REPUESTO ,PZ,29.00,42123
2874,ARCO P/SEGETA S-12 PETRUL        ,PZ,97.00,50001
2875,ARCO P/SEGETA VARILLA          ,PZ,56.00,50002
2876,ARCO P/SEGETA CUADRADO         ,PZ,79.00,50003
2877,ARCO CALADOR PETRUL,PZ,92.00,50004
2878,ARCO MINI DE ALUMINIO          ,PZ,96.27,50005
2879,AVELLANADO TRUPER 5/8          ,PZ,205.00,50006
2880,AZADON AL-2M   ,PZ,201.00,50007
2881,ADAPTADOR 1/4 H X 3/8 M         ,PZ,26.00,50008
2882,ADAPTADOR 3/8 H X 1/2 M         ,PZ,32.00,50009
2883,ADAPTADOR 3/8 H X 1/4 M         ,PZ,28.00,50010
2884,ADAPTADOR 1/2 H X 3/4 M         ,PZ,79.00,50011
2885,ADAPTADOR 1/2 H X 3/8 M         ,PZ,35.00,50012
2886,ADAPTADOR 3/4 H X 1/2 M         ,PZ,74.99,50013
2887,BROCA AV 1/16  ,PZ,16.00,50015
2888,BROCA AV 5/64  ,PZ,15.00,50016
2889,BROCA AV 3/32  ,PZ,16.00,50017
2890,BROCA AV 7/64  ,PZ,17.01,50018
2891,BROCA AV 1/8   ,PZ,17.01,50019
2892,BROCA AV 9/64   ,PZ,18.00,50020
2893,BROCA AV 5/32   ,PZ,20.00,50021
2894,BROCA AV 11/64  ,PZ,22.01,50022
2895,BROCA AV 3/16   ,PZ,22.01,50023
2896,BROCA AV 13/64  ,PZ,29.00,50024
2897,BROCA AV 7/32   ,PZ,35.99,50025
2898,BROCA AV 15/64  ,PZ,35.99,50026
2899,BROCA AV 1/4   ,PZ,38.00,50027
2900,BROCA AV 17/64  ,PZ,44.00,50028
2901,BROCA AV 9/32  ,PZ,57.00,50029
2902,BROCA AV 19/64  ,PZ,53.00,50030
2903,BROCA AV 5/16   ,PZ,64.99,50031
2904,BROCA AV 21/64  ,PZ,83.00,50032
2905,BROCA AV 11/32  ,PZ,78.00,50033
2906,BROCA AV 23/64  ,PZ,58.00,50034
2907,BROCA AV 3/8   ,PZ,93.00,50035
2908,BROCA AV 25/64  ,PZ,93.99,50036
2909,BROCA AV 13/32  ,PZ,93.99,50037
2910,BROCA AV 27/64  ,PZ,95.00,50038
2911,BROCA AV 7/16  ,PZ,102.00,50039
2912,BROCA AV 29/64  ,PZ,103.00,50040
2913,BROCA AV 15/32  ,PZ,98.00,50041
2914,BROCA AV 31/64  ,PZ,98.00,50042
2915,BROCA AV 1/2 TRIUMPH          ,PZ,166.00,50043
2916,BROCA AV 1/2 TRUPER          ,PZ,0.00,50044
2917,BROCA AV 1/2   ,PZ,142.00,50045
2918,BROCA AV 9/16 TRUPER          ,PZ,217.00,50046
2919,BROCA AV 9/16 TRIUMPH         ,PZ,0.00,50047
2920,BROCA AV 9/16  ,PZ,217.00,50048
2921,BROCA AV 5/8 TRUPER,PZ,310.00,50049
2922,BROCA AV 5/8 TRIUMPH          ,PZ,0.00,50050
2923,BROCA AV 5/8   ,PZ,248.00,50051
2924,BROCA AV 3/4 TRUPER          ,PZ,248.00,50052
2925,BROCA AV 3/4 / 12,PZ,280.00,50053
2926,BROCA AV 3/4   ,PZ,248.00,50054
2927,BROCA CONCRETO 1/8 3         ,PZ,10.00,50055
2928,BROCA CONCRETO 3 16 x 4        ,PZ,14.00,50056
2929,BROCA CONCRETO 1/4 x 4         ,PZ,18.00,50057
2930,BROCA CONCRETO 1/4 6         ,PZ,19.00,50058
2931,BROCA CONCRETO 1/4 12         ,PZ,54.00,50059
2932,BROCA CONCRETO 5/16 x 4         ,PZ,25.00,50060
2933,BROCA CONCRETO 5/16 6         ,PZ,26.00,50061
2934,BROCA CONCRETO 5/16 12        ,PZ,67.00,50062
2935,BROCA CONCRETO 3/8 x 4         ,PZ,31.00,50063
2936,BROCA CONCRETO 3/8 6         ,PZ,35.00,50064
2937,BROCA CONCRETO 3/8 X 12         ,PZ,86.00,50065
2938,BROCA CONCRETO 1/2 6         ,PZ,47.00,50066
2939,BROCA CONCRETO 1/2 X 12         ,PZ,98.99,50067
2940,BROCA CONCRETO 5/8 6         ,PZ,74.00,50068
2941,BROCA CONCRETO 5/8 12         ,PZ,90.00,50069
2942,BROCA CONCRETO 3/4 6         ,PZ,107.00,50070
2943,BROCA CONCRETO 3/4 12         ,PZ,195.00,50071
2944,BROCA CONCRETO 7/8 6         ,PZ,150.00,50072
2945,BROCA CONCRETO 7/8 12         ,PZ,182.00,50073
2946,BROCA CONCRETO 7/16 6         ,PZ,52.00,50074
2947,CALIBRADOR DE HOJAS 15 H        ,PZ,38.00,50075
2948,CALIBRADOR VERNIER 127 mm        ,PZ,64.00,50076
2949,CARDA CIRCULAR P/TALADRO        ,PZ,42.00,50077
2950,CARETA P/SOLDAR PLASTICA        ,PZ,158.00,50078
2951,CAUTIN T/LAPIZ 45w,PZ,158.00,50079
2952,CEPILLO ALAMBRE C/MANGO BROTIMEX    ,PZ,28.00,50080
2953,CEPILLO ALAMBRE C/MANGO PERFEC     ,PZ,37.00,50081
2954,CEPILLO ALAMBRE C/MANGO         ,PZ,30.00,50082
2955,CEPILLO DE ALAM. RECTANGULAR      ,PZ,52.00,50083
2956,CINCEL TRUPER 1 x 12          ,PZ,102.00,50084
2957,CINCEL TRUPER 3/4 x 12         ,PZ,64.99,50085
2958,CINCEL MAG. 1/2 X 5,PZ,10.00,50086
2959,CINCEL MAG. 3/4 X 15          ,PZ,35.00,50087
2960,CINCEL MAG. 1 X 15,PZ,37.99,50088
2961,CINCEL MAG. 3/4 X 12          ,PZ,39.00,50089
2962,CINCEL MAG. 1 x 12,PZ,37.00,50090
2963,CINCEL MAG. 5/8 X 8,PZ,20.00,50091
2964,CINCEL MAG. 1 X 8,PZ,21.00,50092
2965,CORTA VIDRIO TRUPER,PZ,52.00,50093
2966,CORTA VIDRIO FLETCHER          ,PZ,56.00,50094
2967,CORTADOR DE TUBO TRUPER C-50      ,PZ,295.00,50095
2968,CORTADOR DE TUBO TRUPER C-30      ,PZ,149.00,50096
2969,CORTADOR DE TUBO PRECTUL P       ,PZ,122.99,50097
2970,CORTADOR DE TUBO MINI 16        ,PZ,68.00,50098
2971,CINCEL MAG. 5/8 X 12          ,PZ,30.00,50099
2972,CUCHARA P/ALBAÑIL NP.6 ECO       ,PZ,42.00,50100
2973,CUCHARA P/ALBAÑIL NP.9 ECO       ,PZ,45.99,50101
2974,CUCHARA P/ALBAÑIL NP.10 BELLOTA     ,PZ,224.01,50102
2975,CUCHARA P/ALBAÑIL NP.11 BELLOTA     ,PZ,0.00,50103
2976,CUCHILLO INDS. CURVO          ,PZ,42.00,50104
2977,CUCHILLO INDS. RECTO          ,PZ,40.99,50105
2978,CUTTER GRANDE 6  ,PZ,27.00,50106
2979,CUTTER CHICO 5  ,PZ,13.00,50107
2980,CUTTER GRADE ECO. ,PZ,15.00,50108
2981,TIRA LINEAS COMPLETO          ,PZ,85.00,50109
2982,DADO 6 PUNTAS 1/4 X 8 mm        ,PZ,29.00,50110
2983,DADO 6 PUNTAS 1/4 X 9 mm        ,PZ,22.01,50111
2984,DADO 6 PUNTAS 1/4 X 10mm        ,PZ,15.00,50112
2985,DADO 6 PUNTAS 1/4 X 11mm        ,PZ,0.00,50113
2986,DADO 6 PUNTAS EST. 3/8 X 1/4 CTO.    ,PZ,0.00,50114
2987,DADO 6 PUNTAS EST. 3/8 X 5/16 CTO.   ,PZ,23.00,50115
2988,DADO 6 PUNTAS EST. 3/8 X 3/8 CTO.    ,PZ,23.00,50116
2989,DADO 6 PUNTAS EST. 3/8 X 7/16 CTO.   ,PZ,23.00,50117
2990,DADO 6 PUNTAS EST. 3/8 X 1/2 CTO.   ,PZ,23.00,50118
2991,DADO 6 PUNTAS EST. 3/8 X 9/16 CTO.   ,PZ,24.00,50119
2992,DADO 6 PUNTAS EST. 3/8 X 5/8 CTO.   ,PZ,23.00,50120
2993,DADO 6 PUNTAS EST. 3/8 X 11/16 CTO.   ,PZ,23.00,50121
2994,DADO 6 PUNTAS EST. 3/8 X 3/4 CTO.    ,PZ,23.00,50122
2995,DADO 6 PUNTAS 3/8 X 6mm CTO.      ,PZ,22.01,50123
2996,DADO 6 PUNTAS 3/8 X 7mm CTO.      ,PZ,22.01,50124
2997,DADO 6 PUNTAS 3/8 X 8 mm CTO.      ,PZ,23.00,50125
2998,DADO 6 PUNTAS 3/8 X 9 mm CTO.     ,PZ,23.00,50126
2999,DADO 6 PUNTAS 3/8 X 10 mm CTO.     ,PZ,27.00,50127
3000,DADO 6 PUNTAS 3/8 X 11 mm CTO.     ,PZ,23.00,50128
3001,DADO 6 PUNTAS 3/8 X 12 mm CTO.     ,PZ,23.00,50129
3002,DADO 6 PUNTAS 3/8 X 13 mm CTO.     ,PZ,27.00,50130
3003,DADO 6 PUNTAS 3/8 X 14 mm CTO.     ,PZ,35.00,50131
3004,DADO 6 PUNTAS 3/8 X 15 mm CTO.     ,PZ,27.00,50132
3005,DADO 6 PUNTAS 3/8 X 17 mm CTO.     ,PZ,23.00,50133
3006,DADO 6 PUNTAS 3/8 X 18 mm CTO.     ,PZ,23.00,50134
3007,DADO 6 PUNTAS 3/8 X 19 mm CTO.     ,PZ,23.00,50145
3008,DADO 6 PUNTAS EST. 1/2 X 1/4 CTO.    ,PZ,27.00,50146
3009,DADO 6 PUNTAS EST. 1/2 X 5/16 CTO.   ,PZ,27.00,50147
3010,DADO 6 PUNTAS EST. 1/2 X 3/8 CTO.    ,PZ,30.00,50148
3011,DADO 6 PUNTAS EST. 1/2 X 7/16 CTO.   ,PZ,30.00,50149
3012,DADO 6 PUNTAS EST. 1/2 X 1/2 CTO.    ,PZ,34.00,50150
3013,DADO 6 PUNTAS EST. 1/2 X 9/16 CTO.   ,PZ,30.00,50151
3014,DADO 6 PUNTAS EST. 1/2 X 5/8 CTO.    ,PZ,30.00,50152
3015,DADO 6 PUNTAS EST. 1/2 X 11/16 CTO.   ,PZ,30.00,50153
3016,DADO 6 PUNTAS EST. 1/2 X 3/4 CTO.    ,PZ,38.00,50154
3017,DADO 6 PUNTAS EST. 1/2 X 15/16 CTO.   ,PZ,53.00,50155
3018,DADO 6 PUNTAS EST. 1/2 X 1/16 CTO.   ,PZ,69.99,50156
3019,DADO 6 PUNTAS EST. 3/8 X 5/8 BUJIA   ,PZ,35.00,50157
3020,DADO 6 PUNTAS EST. 3/8 X 13/16 BUJIA  ,PZ,42.00,50158
3021,DADO 6 PUNTAS 1/2 X 9 mm CTO.      ,PZ,30.00,50162
3022,DADO 6 PUNTAS 1/2 X 10 mm CTO.     ,PZ,30.00,50163
3023,DADO 6 PUNTAS 1/2 X 11 mm CTO.     ,PZ,30.00,50164
3024,DADO 6 PUNTAS 1/2 X 12 mm CTO.     ,PZ,30.00,50165
3025,DADO 6 PUNTAS 1/2 X 13 mm CTO.     ,PZ,30.00,50166
3026,DADO 6 PUNTAS 1/2 X 14 mm CTO.     ,PZ,30.00,50167
3027,DADO 6 PUNTAS 1/2 X 15 mm CTO.     ,PZ,30.00,50168
3028,DADO 6 PUNTAS 1/2 X 17 mm CTO.     ,PZ,34.00,50169
3029,DADO 6 PUNTAS 1/2 X 18 mm CTO.     ,PZ,34.00,50170
3030,DADO 6 PUNTAS 1/2 X 19 mm CTO.     ,PZ,34.00,50171
3031,DADO 6 PUNTAS 1/2 X 20 mm CTO.     ,PZ,34.00,50172
3032,DADO 6 PUNTAS 1/2 X 21 mm CTO.     ,PZ,34.00,50173
3033,DADO 6 PUNTAS 1/2 X 22 mm CTO.     ,PZ,38.00,50174
3034,DADO 6 PUNTAS EST. 3/4 X 3/4 CTO.    ,PZ,101.00,50175
3035,DADO 6 PUNTAS EST. 3/4 X 13/16 CTO.   ,PZ,101.00,50176
3036,DADO 6 PUNTAS EST. 3/4 X 7/8 CTO.    ,PZ,101.00,50177
3037,DADO 6 PUNTAS EST. 3/4 X 15/16 CTO.   ,PZ,101.00,50178
3038,DADO 6 PUNTAS EST. 3/4 X 1 CTO.    ,PZ,101.00,50179
3039,DADO 6 PUNTAS EST. 3/4 X 1 1/16 CTO.  ,PZ,100.00,50180
3040,DADO 6 PUNTAS EST. 3/4 X 1 1/8 CTO.   ,PZ,106.00,50181
3041,DADO 6 PUNTAS EST. 3/4 X 13/16 CTO.   ,PZ,125.00,50182
3042,DADO 6 PUNTAS EST. 3/4 X 1 1/4 CTO.   ,PZ,108.00,50183
3043,DADO LARGO 6 PUNTAS 1/2 X 10 MM URREA  ,PZ,0.00,50184
3044,DADO LARGO 6 PUNTAS 1/2 X 15 MM URREA  ,PZ,0.00,50185
3045,DADO LARGO 6 PUNTAS 1/2 STD. X 3/8   ,PZ,52.00,50186
3046,DADO LARGO 6 PUNTAS 1/2 STD. X 7/16   ,PZ,52.00,50187
3047,DADO LARGO 6 PUNTAS 1/2 STD. X 1/2   ,PZ,72.00,50188
3048,DADO LARGO 6 PUNTAS 1/2 STD. X 9/16   ,PZ,52.00,50189
3049,DADO LARGO 6 PUNTAS 1/2 STD. X 5/8   ,PZ,52.00,50190
3050,DADO LARGO 6 PUNTAS 1/2 STD. X 13/16  ,PZ,52.00,50191
3051,DADO LARGO 6 PUNTAS 1/2 STD. X 3/4   ,PZ,89.00,50192
3052,DADO LARGO 6 PUNTAS 1/2 X 10 mm     ,PZ,52.00,50193
3053,DADO LARGO 6 PUNTAS 1/2 X 14 mm     ,PZ,52.00,50194
3054,DADO LARGO 6 PUNTAS 1/2 x 15 mm     ,PZ,81.00,50195
3055,DADO LARGO 6 PUNTAS 1/2 X 18 mm     ,PZ,52.00,50196
3056,DADO LARGO 6 PUNTAS 3/8 X 10 mm     ,PZ,43.00,50197
3057,DADO LARGO 6 PUNTAS 3/8 X 3/8      ,PZ,52.00,50198
3058,DADO LARGO 6 PUNTAS 3/8 X 14 mm     ,PZ,74.99,50199
3059,DADO LARGO IMPACTO 6 PUNTAS STD 1/2 X 5/8,PZ,88.00,50200
3060,DADO LARGO IMPACTO 6 PUNTAS STD 1/2 X 3/4,PZ,89.00,50201
3061,DADO LARGO IMPACTO 6 PUNTAS STD 1/2 X 13/16          ,PZ,139.00,50202
3062,DADO LARGO IMPACTO 6 PUNTAS STD 1/2 X 7/8,PZ,98.99,50203
3063,DADO LARGO IMPACTO 6 PUNTAS STD 1/2 X 15/16          ,PZ,117.00,50204
3064,DADO LARGO IMPACTO 6 PUNTAS STD 1/2 X 1,PZ,129.00,50205
3065,DADO LARGO IMPACTO 6 PUNTAS STD 1/2 X 1 1/16         ,PZ,150.00,50206
3066,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 10 mm,PZ,0.00,50207
3067,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 11 mm,PZ,0.00,50208
3068,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 12 mm,PZ,0.00,50209
3069,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 13 mm,PZ,0.00,50210
3070,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 14 mm,PZ,0.00,50211
3071,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 15 mm,PZ,0.00,50212
3072,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 16 mm,PZ,0.00,50213
3073,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 17 mm,PZ,0.00,50214
3074,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 18 mm,PZ,0.00,50215
3075,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 19 mm,PZ,0.00,50216
3076,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 20 mm,PZ,0.00,50217
3077,DADO LARGO IMPACTO 6 PUNTAS 1/2 X 21 mm,PZ,0.00,50218
3078,DADO CTO. 6 PUNTAS STD 3/4 X 15/16   ,PZ,95.00,50219
3079,DADO CTO. 6 PUNTAS STD 3/4 X 1     ,PZ,0.00,50220
3080,DADO CTO. 6 PUNTAS STD 3/4 X 1 1/16   ,PZ,100.00,50221
3081,DADO CTO. 6 PUNTAS STD 3/4 X 1 1/8   ,PZ,106.00,50222
3082,DADO CTO. 6 PUNTAS STD 3/4 X 1 1/4   ,PZ,125.00,50223
3083,DADO CTO. 6 PUNTAS STD 3/4 X 13/16   ,PZ,108.00,50224
3084,DADO IMPACTO LARGO STD 3/4 X 1     ,PZ,262.00,50225
3085,DADO IMPACTO LARGO STD 3/4 X 1 1/16   ,PZ,262.00,50226
3086,DADO IMPACTO LARGO STD 3/4 X 1 1/8   ,PZ,276.00,50227
3087,DADO IMPACTO LARGO STD 3/4 X 1 1/4   ,PZ,276.00,50228
3088,DADO IMPACTO LARGO STD 3/4 X 3/8    ,PZ,305.00,50229
3089,DADO IMPACTO LARGO STD 3/4 X 1 7/16   ,PZ,305.00,50230
3090,DADO TORX 3/8 T-15,PZ,35.99,50231
3091,DADO TORX 3/8 T-20,PZ,35.99,50232
3092,DADO TORX 3/8 T-25,PZ,35.99,50233
3093,DADO TORX 3/8 T-27,PZ,35.99,50234
3094,DADO TORX 3/8 T-30,PZ,35.99,50235
3095,DADO TORX 3/8 T-40,PZ,35.99,50236
3096,DADO TORX 3/8 T-45,PZ,35.99,50237
3097,DADO TORX 3/8 T-50,PZ,35.00,50238
3098,DADO TORX 3/8 T-55,PZ,35.99,50239
3099,DADO TORX 3/8 T-60,PZ,35.99,50240
3100,DADO LARGO 6 PUNTAS 3/8 X 18 MM     ,PZ,0.00,50241
3101,EXTENSIÓN 1/4 X 3 ,PZ,17.01,50242
3102,EXTENSIÓN 3/8 X 3 ,PZ,26.00,50243
3103,EXTENSIÓN 3/8 X 8 ,PZ,51.01,50244
3104,EXTENSIÓN 3/8 X 12,PZ,79.00,50245
3105,EXTENSIÓN 1/2 X 2 1/2          ,PZ,35.00,50246
3106,EXTENSIÓN 1/2 X 5 ,PZ,51.01,50247
3107,EXTENSIÓN 1/2 X 10,PZ,86.00,50248
3108,EXTENSIÓN 3/4 X 4 ,PZ,151.00,50249
3109,EXTENSIÓN 3/4 X 8 ,PZ,202.00,50250
3110,EXTENSIÓN 3/4 X 16,PZ,382.00,50251
3111,MATRACA 1/4 PERA ,PZ,192.00,50252
3112,MATRACA 1/4    ,PZ,0.00,50253
3113,MATRACA 3/8 PERA ,PZ,252.00,50254
3114,MATRACA 3 8    ,PZ,450.00,50255
3115,MATRACA 1/2 PERA ,PZ,441.99,50256
3116,MATRACA 1/2    ,PZ,0.00,50257
3117,MANGO ARTICULADO 3/8          ,PZ,115.00,50258
3118,MANGO ARTICULADO 1/2          ,PZ,170.00,50259
3119,MANGO L 3/4   ,PZ,340.00,50260
3120,DESARMADOR DE CAJA TRUPER 3/16     ,PZ,56.00,50261
3121,DESARMADOR DE CAJA TRUPER 1/4      ,PZ,56.00,50262
3122,DESARMADOR DE CAJA TRUPER 5/16     ,PZ,56.00,50263
3123,DESARMADOR DE CAJA TRUPER 3/8      ,PZ,56.00,50264
3124,DESARMADOR DE CAJA TRUPER 7/16     ,PZ,0.00,50265
3125,DESARMADOR DE CAJA TRUPER 1/2      ,PZ,0.00,50266
3126,DESARMADOR MINI PLANO          ,PZ,0.00,50267
3127,DESARMADOS MINI CRUZ          ,PZ,0.00,50268
3128,DESARMADOS PIRINOLA PLANO        ,PZ,19.00,50269
3129,DESARMADOR MPIRINOLA CRUZ        ,PZ,0.00,50270
3130,DESARMADOR PLANO TRUPER 3/16 X 4    ,PZ,0.00,50271
3131,DESARMADOR PLANO TRUPER 3/16 X 6    ,PZ,0.00,50272
3132,DESARMADOR PLANO TRUPER 1/4 X 4     ,PZ,67.00,50273
3133,DESARMADOR PLANO TRUPER 1/4 X 6     ,PZ,69.00,50274
3134,DESARMADOR PLANO TRUPER B.CUA 3/16 X 3 ,PZ,0.00,50275
3135,DESARMADOR PLANO TRUPER B.CUA 1/4 X 4  ,PZ,0.00,50276
3136,DESARMADOR PLANO TRUPER B.CUA 1/4 X 6  ,PZ,0.00,50277
3137,DESARMADOR PLANO TRUPER B.CUA 1/4 X 8  ,PZ,0.00,50278
3138,DESARMADOR PLANO BELLOTA 3/16 X 3    ,PZ,0.00,50279
3139,DESARMADOR PLANO BELLOTA 3/16 X 4    ,PZ,31.00,50280
3140,DESARMADOR PLANO 3/16 X 6       ,PZ,37.00,50281
3141,DESARMADOR PLANO BELLOTA 1/4 X 3    ,PZ,0.00,50282
3142,DESARMADOR PLANO BELLOTA 1/4 X 4    ,PZ,33.00,50283
3143,DESARMADOR PLANO BELLOTA 1/4 X 6    ,PZ,45.99,50284
3144,DESARMADOR PLANO STANLEY 3/16 X 4    ,PZ,18.00,50285
3145,DESARMADOR PLANO STANLEY 3/16 X 6    ,PZ,19.00,50286
3146,DESARMADOR PLANO STANLEY 1/4 X 4    ,PZ,19.00,50287
3147,DESARMADOR PLANO STANLEY 1/4 X 6    ,PZ,38.00,50288
3148,DESARMADOR CRUZ TRUPER 3/16 X 4     ,PZ,0.00,50289
3149,DESARMADOR CRUZ TRUPER 3/16 X 6     ,PZ,0.00,50290
3150,DESARMADOR CRUZ TRUPER 1/4 X 4     ,PZ,67.00,50291
3151,DESARMADOR CRUZ TRUPER 1/4 X 6     ,PZ,38.00,50292
3152,DESARMADOR CRUZ TRUPER B.CUA 3/16 X 3  ,PZ,0.00,50293
3153,DESARMADOR CRUZ TRUPER B.CUA 1/4 X 4  ,PZ,46.01,50294
3154,DESARMADOR CRUZ TRUPER B.CUA 1/4 X 6  ,PZ,0.00,50295
3155,DESARMADOR CRUZ TRUPER B.CUA 1/4 X 8  ,PZ,0.00,50296
3156,DESARMADOR CRUZ BELLOTA 3/16 X 3    ,PZ,0.00,50297
3157,DESARMADOR CRUZ BELLOTA 3/16 X 4    ,PZ,31.00,50298
3158,DESARMADOR CRUZ BELLOTA 3/16 X 6    ,PZ,0.00,50299
3159,DESARMADOR CRUZ BELLOTA 1/4 X 3     ,PZ,0.00,50300
3160,DESARMADOR CRUZ BELLOTA 1/4 X 4     ,PZ,33.00,50301
3161,DESARMADOR CRUZ BELLOTA 1/4 X 6     ,PZ,38.00,50302
3162,DESARMADOR CRUZ STANLEY 3/16 X 4    ,PZ,0.00,50303
3163,DESARMADOR CRUZ STANLEY 3/16 X 6    ,PZ,0.00,50304
3164,DESARMADOR CRUZ STANLEY 1/4 X 4     ,PZ,19.00,50305
3165,DESARMADOR CRUZ STANLEY 1/4 X 6     ,PZ,37.99,50306
3166,DESARMADOR JOYERO JOY-6         ,PZ,0.00,50307
3167,DESARMADOR JOYERO ECO.         ,PZ,0.00,50308
3168,DISCO TRUPER CORTE METAL 7/8 X 5/64 X 7 ,PZ,63.00,50309
3169,DISCO AUSTROMEX CORTE METAL 7/8 X 5/32 X 7 CLV380       ,PZ,108.00,50310
3170,DISCO AUSTROMEX CORTE METAL 7/8 X 1/8 X 4 1/2 CLV 390     ,PZ,46.01,50311
3171,DISCO AUSTROMEX CORTE METAL 7/8 CAZUELA X 4 1/2 CLV 2016   ,PZ,18.00,50312
3172,DISCO AUSTROMEX CORTE METAL 7/8 PLANO X 4 1/2 CLV 2014    ,PZ,24.50,50313
3173,DISCO AUSTROMEX CORTE A.INOX 7/8 CAZUELA X 4 1/2 CLV 2017   ,PZ,22.01,50314
3174,DISCO 4 1/2 CORTE METAL FANDELI     ,PZ,15.00,50315
3175,DISCO AUSTROMEX CORTE PIEDRA 7/8 x 5/32 x 7 CLV-376     ,PZ,92.00,50316
3176,DISCO AUSTROMEX DESBASTE 7/8 X 1/4 X 7 CLV 381        ,PZ,124.00,50317
3177,DISCO AUSTROMEX DESBASTE 7/8 X 1/4 X 4 1/2 CLV 2004      ,PZ,52.00,50318
3178,DISCO AUSTROMEX LAMINADO GNO 40 X 4 1/2 ,PZ,54.00,50319
3179,DISCO AUSTROMEX LAMINADO GNO 60 X 4 1/2 ,PZ,68.00,50320
3180,DISCO AUSTROMEX LAMINADO GNO 80 X 4 1/2 ,PZ,68.00,50321
3181,DISCO AUSTROMEX LAMINADO GNO 120 X 4 1/2,PZ,0.00,50322
3182,DISCO AUSTROMEX LAMINADO GNO 40 X 7   ,PZ,57.00,50323
3183,DISCO AUSTROMEX LAMINADO GNO 60 X 7   ,PZ,68.00,50324
3184,DISCO AUSTROMEX LAMINADO GNO 80 X 7   ,PZ,0.00,50325
3185,DISCO AUSTROMEX LAMINADO GNO 120 X 7  ,PZ,0.00,50326
3186,DISCO DE LIJA GNO-24 X 4 1/2      ,PZ,13.00,50327
3187,DISCO DE LIJA GNO-36 X 4 1/2      ,PZ,13.00,50328
3188,DISCO DE LIJA GNO-50 X 4 1/2      ,PZ,13.00,50329
3189,DISCO DE LIJA GNO-24 X 7        ,PZ,18.00,50330
3190,DISCO DE LIJA GNO-36 X 7        ,PZ,18.00,50331
3191,DISCO DE LIJA GNO-50 X 7        ,PZ,18.00,50332
3192,DISCO CORTE DIAMANTE CONTINUO 1.7 X 4  ,PZ,167.01,50333
3193,DISCO CORTE DIAMANTE SEGMENTADO 2.3 X 4 1/2          ,PZ,148.00,50334
3194,DISCO CORTE DIAMANTE TURBO 1.9 X 4   ,PZ,112.00,50335
3195,DISCO CORTE DIAMANTE CONTINUO 5.7 X 7 ,PZ,329.00,50336
3196,DISCO CORTE DIAMANTE SEGMENTADO 2.5 X 7,PZ,0.00,50337
3197,DISCO CORTE DIAMENTE TURBO 7      ,PZ,319.00,50338
3198,DISCO AUSTROMEX CORTE PIEDRA 7/8 X 5/32 X 41/2        ,PZ,28.00,50339
3199,DESARMADOR CRUZ BELLOTA 1/8 X 2 1/2  ,PZ,19.00,50340
3200,DESARMADOR PLANO BELLOTA 1/8 X 2 1/2  ,PZ,22.01,50341
3201,DESARMADOR CRUZ TRUPER 3/16 X 8     ,PZ,35.99,50344
3202,DESARMADOR CRUZ 1/8 X 4        ,PZ,22.01,50345
3203,ESCUADRA CANTERA 24          ,PZ,172.00,50348
3204,ESCUADRA DE MEDIR 6          ,PZ,68.00,50349
3205,ESCUADRA DE MEDIR 8          ,PZ,73.00,50350
3206,ESCUADRA DE MEDIR 10          ,PZ,59.00,50351
3207,ESCUADRA DE MEDIR 12          ,PZ,63.00,50352
3208,ESCUADRA FALSA 8 ,PZ,0.00,50353
3209,ESCUADRA DE COMBINACIÓN 6       ,PZ,0.00,50354
3210,ESCUADRA DE COMBINACIÓN 12       ,PZ,0.00,50355
3211,ESPATULA M.MADERA 2F          ,PZ,0.00,50356
3212,ESPATULA M MADERA 3F TRUPER       ,PZ,54.00,50357
3213,ESPATULA M.MADERA 1R          ,PZ,0.00,50358
3214,ESPATULA M M 4  ,PZ,35.00,50359
3215,ESPATULA M.PLASTICO 1R         ,PZ,17.01,50360
3216,ESPATULA M.PLASTICO 2R         ,PZ,21.00,50361
3217,ESPATULA M.PLASTICO 3R         ,PZ,31.48,50362
